,id,Age
5458,79509,11
5459,79510,14
5460,79511,10
5461,79512,8
5462,79513,13
5463,79514,10
5464,79515,11
5465,79516,7
5466,79517,14
5467,79518,12
5468,79519,15
5469,79520,6
5470,79521,6
5471,79522,11
5472,79523,10
5473,79524,6
5474,79525,10
5475,79526,10
5476,79527,10
5477,79528,10
5478,79529,9
5479,79530,10
5480,79531,7
5481,79532,10
5482,79533,10
5483,79534,6
5484,79535,13
5485,79536,14
5486,79537,6
5487,79538,10
5488,79539,6
5489,79540,8
5490,79541,9
5491,79542,11
5492,79543,10
5493,79544,11
5494,79545,7
5495,79546,12
5496,79547,11
5497,79548,9
5498,79549,10
5499,79550,8
5500,79551,9
5501,79552,11
5502,79553,10
5503,79554,11
5504,79555,9
5505,79556,8
5506,79557,14
5507,79558,10
5508,79559,9
5509,79560,15
5510,79561,8
5511,79562,9
5512,79563,13
5513,79564,9
5514,79565,17
5515,79566,9
5516,79567,9
5517,79568,10
5518,79569,5
5519,79570,15
5520,79571,10
5521,79572,6
5522,79573,9
5523,79574,10
5524,79575,11
5525,79576,8
5526,79577,9
5527,79578,10
5528,79579,9
5529,79580,8
5530,79581,11
5531,79582,9
5532,79583,14
5533,79584,10
5534,79585,10
5535,79586,9
5536,79587,10
5537,79588,10
5538,79589,11
5539,79590,6
5540,79591,10
5541,79592,11
5542,79593,11
5543,79594,7
5544,79595,7
5545,79596,10
5546,79597,10
5547,79598,10
5548,79599,10
5549,79600,11
5550,79601,11
5551,79602,10
5552,79603,10
5553,79604,4
5554,79605,10
5555,79606,9
5556,79607,7
5557,79608,10
5558,79609,8
5559,79610,12
5560,79611,10
5561,79612,9
5562,79613,10
5563,79614,11
5564,79615,10
5565,79616,11
5566,79617,10
5567,79618,12
5568,79619,8
5569,79620,12
5570,79621,4
5571,79622,11
5572,79623,12
5573,79624,8
5574,79625,13
5575,79626,8
5576,79627,10
5577,79628,15
5578,79629,9
5579,79630,11
5580,79631,10
5581,79632,8
5582,79633,15
5583,79634,10
5584,79635,10
5585,79636,9
5586,79637,9
5587,79638,12
5588,79639,17
5589,79640,9
5590,79641,10
5591,79642,10
5592,79643,13
5593,79644,5
5594,79645,12
5595,79646,11
5596,79647,4
5597,79648,12
5598,79649,8
5599,79650,11
5600,79651,10
5601,79652,10
5602,79653,8
5603,79654,7
5604,79655,12
5605,79656,10
5606,79657,9
5607,79658,9
5608,79659,11
5609,79660,9
5610,79661,10
5611,79662,17
5612,79663,8
5613,79664,10
5614,79665,10
5615,79666,8
5616,79667,10
5617,79668,11
5618,79669,8
5619,79670,12
5620,79671,17
5621,79672,11
5622,79673,11
5623,79674,8
5624,79675,10
5625,79676,10
5626,79677,10
5627,79678,11
5628,79679,5
5629,79680,9
5630,79681,9
5631,79682,11
5632,79683,11
5633,79684,12
5634,79685,6
5635,79686,9
5636,79687,8
5637,79688,11
5638,79689,9
5639,79690,7
5640,79691,11
5641,79692,10
5642,79693,8
5643,79694,12
5644,79695,10
5645,79696,9
5646,79697,11
5647,79698,15
5648,79699,5
5649,79700,9
5650,79701,11
5651,79702,4
5652,79703,11
5653,79704,6
5654,79705,10
5655,79706,9
5656,79707,9
5657,79708,8
5658,79709,9
5659,79710,11
5660,79711,9
5661,79712,10
5662,79713,7
5663,79714,10
5664,79715,9
5665,79716,10
5666,79717,5
5667,79718,9
5668,79719,6
5669,79720,10
5670,79721,9
5671,79722,8
5672,79723,8
5673,79724,7
5674,79725,10
5675,79726,10
5676,79727,10
5677,79728,11
5678,79729,8
5679,79730,11
5680,79731,7
5681,79732,11
5682,79733,11
5683,79734,12
5684,79735,7
5685,79736,8
5686,79737,11
5687,79738,10
5688,79739,11
5689,79740,10
5690,79741,11
5691,79742,10
5692,79743,11
5693,79744,11
5694,79745,11
5695,79746,9
5696,79747,9
5697,79748,10
5698,79749,10
5699,79750,10
5700,79751,8
5701,79752,9
5702,79753,7
5703,79754,11
5704,79755,11
5705,79756,6
5706,79757,8
5707,79758,11
5708,79759,13
5709,79760,7
5710,79761,9
5711,79762,6
5712,79763,12
5713,79764,15
5714,79765,10
5715,79766,11
5716,79767,10
5717,79768,6
5718,79769,13
5719,79770,8
5720,79771,7
5721,79772,7
5722,79773,13
5723,79774,15
5724,79775,11
5725,79776,7
5726,79777,6
5727,79778,18
5728,79779,9
5729,79780,6
5730,79781,10
5731,79782,8
5732,79783,14
5733,79784,10
5734,79785,10
5735,79786,12
5736,79787,10
5737,79788,9
5738,79789,10
5739,79790,4
5740,79791,9
5741,79792,6
5742,79793,11
5743,79794,10
5744,79795,7
5745,79796,10
5746,79797,5
5747,79798,10
5748,79799,5
5749,79800,12
5750,79801,11
5751,79802,12
5752,79803,8
5753,79804,10
5754,79805,9
5755,79806,11
5756,79807,10
5757,79808,10
5758,79809,13
5759,79810,10
5760,79811,10
5761,79812,9
5762,79813,8
5763,79814,12
5764,79815,9
5765,79816,13
5766,79817,10
5767,79818,8
5768,79819,13
5769,79820,10
5770,79821,9
5771,79822,9
5772,79823,12
5773,79824,12
5774,79825,12
5775,79826,10
5776,79827,8
5777,79828,11
5778,79829,8
5779,79830,7
5780,79831,12
5781,79832,10
5782,79833,14
5783,79834,13
5784,79835,10
5785,79836,11
5786,79837,8
5787,79838,15
5788,79839,11
5789,79840,8
5790,79841,9
5791,79842,10
5792,79843,11
5793,79844,9
5794,79845,8
5795,79846,10
5796,79847,10
5797,79848,6
5798,79849,10
5799,79850,5
5800,79851,6
5801,79852,12
5802,79853,9
5803,79854,10
5804,79855,15
5805,79856,4
5806,79857,11
5807,79858,11
5808,79859,9
5809,79860,7
5810,79861,10
5811,79862,11
5812,79863,8
5813,79864,11
5814,79865,10
5815,79866,10
5816,79867,8
5817,79868,8
5818,79869,12
5819,79870,11
5820,79871,10
5821,79872,10
5822,79873,10
5823,79874,8
5824,79875,9
5825,79876,11
5826,79877,11
5827,79878,11
5828,79879,10
5829,79880,14
5830,79881,11
5831,79882,10
5832,79883,9
5833,79884,9
5834,79885,10
5835,79886,11
5836,79887,10
5837,79888,8
5838,79889,10
5839,79890,8
5840,79891,6
5841,79892,14
5842,79893,8
5843,79894,10
5844,79895,10
5845,79896,5
5846,79897,6
5847,79898,5
5848,79899,7
5849,79900,11
5850,79901,8
5851,79902,10
5852,79903,10
5853,79904,10
5854,79905,10
5855,79906,11
5856,79907,10
5857,79908,9
5858,79909,10
5859,79910,6
5860,79911,5
5861,79912,11
5862,79913,5
5863,79914,12
5864,79915,10
5865,79916,12
5866,79917,10
5867,79918,11
5868,79919,10
5869,79920,10
5870,79921,12
5871,79922,8
5872,79923,11
5873,79924,10
5874,79925,10
5875,79926,10
5876,79927,9
5877,79928,11
5878,79929,11
5879,79930,11
5880,79931,12
5881,79932,8
5882,79933,11
5883,79934,8
5884,79935,6
5885,79936,12
5886,79937,13
5887,79938,11
5888,79939,11
5889,79940,8
5890,79941,12
5891,79942,12
5892,79943,7
5893,79944,11
5894,79945,11
5895,79946,11
5896,79947,7
5897,79948,10
5898,79949,10
5899,79950,10
5900,79951,9
5901,79952,14
5902,79953,8
5903,79954,8
5904,79955,9
5905,79956,8
5906,79957,12
5907,79958,11
5908,79959,15
5909,79960,10
5910,79961,12
5911,79962,15
5912,79963,9
5913,79964,6
5914,79965,8
5915,79966,10
5916,79967,11
5917,79968,12
5918,79969,8
5919,79970,10
5920,79971,6
5921,79972,8
5922,79973,11
5923,79974,10
5924,79975,6
5925,79976,11
5926,79977,7
5927,79978,9
5928,79979,9
5929,79980,8
5930,79981,8
5931,79982,7
5932,79983,10
5933,79984,9
5934,79985,11
5935,79986,11
5936,79987,10
5937,79988,7
5938,79989,11
5939,79990,8
5940,79991,11
5941,79992,11
5942,79993,10
5943,79994,11
5944,79995,5
5945,79996,12
5946,79997,15
5947,79998,11
5948,79999,9
5949,80000,9
5950,80001,13
5951,80002,11
5952,80003,10
5953,80004,10
5954,80005,10
5955,80006,10
5956,80007,12
5957,80008,14
5958,80009,14
5959,80010,6
5960,80011,7
5961,80012,10
5962,80013,11
5963,80014,10
5964,80015,11
5965,80016,10
5966,80017,13
5967,80018,11
5968,80019,9
5969,80020,11
5970,80021,10
5971,80022,12
5972,80023,10
5973,80024,9
5974,80025,6
5975,80026,12
5976,80027,10
5977,80028,6
5978,80029,10
5979,80030,6
5980,80031,13
5981,80032,13
5982,80033,11
5983,80034,10
5984,80035,16
5985,80036,8
5986,80037,10
5987,80038,11
5988,80039,9
5989,80040,10
5990,80041,10
5991,80042,12
5992,80043,10
5993,80044,11
5994,80045,12
5995,80046,10
5996,80047,6
5997,80048,11
5998,80049,6
5999,80050,7
6000,80051,8
6001,80052,8
6002,80053,8
6003,80054,15
6004,80055,13
6005,80056,10
6006,80057,10
6007,80058,10
6008,80059,10
6009,80060,8
6010,80061,6
6011,80062,12
6012,80063,11
6013,80064,10
6014,80065,14
6015,80066,11
6016,80067,7
6017,80068,14
6018,80069,10
6019,80070,5
6020,80071,8
6021,80072,8
6022,80073,10
6023,80074,11
6024,80075,11
6025,80076,8
6026,80077,12
6027,80078,9
6028,80079,8
6029,80080,7
6030,80081,9
6031,80082,11
6032,80083,10
6033,80084,7
6034,80085,10
6035,80086,4
6036,80087,9
6037,80088,9
6038,80089,9
6039,80090,7
6040,80091,11
6041,80092,12
6042,80093,14
6043,80094,8
6044,80095,6
6045,80096,5
6046,80097,6
6047,80098,9
6048,80099,13
6049,80100,13
6050,80101,8
6051,80102,6
6052,80103,6
6053,80104,10
6054,80105,11
6055,80106,10
6056,80107,10
6057,80108,15
6058,80109,7
6059,80110,8
6060,80111,15
6061,80112,8
6062,80113,9
6063,80114,14
6064,80115,10
6065,80116,9
6066,80117,10
6067,80118,7
6068,80119,10
6069,80120,6
6070,80121,8
6071,80122,11
6072,80123,7
6073,80124,10
6074,80125,12
6075,80126,10
6076,80127,10
6077,80128,5
6078,80129,10
6079,80130,8
6080,80131,9
6081,80132,10
6082,80133,10
6083,80134,10
6084,80135,14
6085,80136,14
6086,80137,13
6087,80138,9
6088,80139,10
6089,80140,11
6090,80141,10
6091,80142,11
6092,80143,6
6093,80144,11
6094,80145,9
6095,80146,8
6096,80147,10
6097,80148,10
6098,80149,17
6099,80150,9
6100,80151,12
6101,80152,13
6102,80153,9
6103,80154,10
6104,80155,9
6105,80156,12
6106,80157,7
6107,80158,7
6108,80159,11
6109,80160,7
6110,80161,14
6111,80162,13
6112,80163,10
6113,80164,6
6114,80165,11
6115,80166,8
6116,80167,10
6117,80168,9
6118,80169,10
6119,80170,11
6120,80171,10
6121,80172,5
6122,80173,10
6123,80174,8
6124,80175,15
6125,80176,11
6126,80177,8
6127,80178,10
6128,80179,8
6129,80180,12
6130,80181,5
6131,80182,8
6132,80183,10
6133,80184,10
6134,80185,6
6135,80186,10
6136,80187,6
6137,80188,11
6138,80189,13
6139,80190,11
6140,80191,9
6141,80192,6
6142,80193,6
6143,80194,5
6144,80195,11
6145,80196,11
6146,80197,9
6147,80198,8
6148,80199,8
6149,80200,15
6150,80201,9
6151,80202,6
6152,80203,12
6153,80204,10
6154,80205,11
6155,80206,8
6156,80207,7
6157,80208,11
6158,80209,4
6159,80210,11
6160,80211,10
6161,80212,11
6162,80213,11
6163,80214,6
6164,80215,9
6165,80216,9
6166,80217,7
6167,80218,13
6168,80219,7
6169,80220,6
6170,80221,10
6171,80222,9
6172,80223,13
6173,80224,17
6174,80225,11
6175,80226,10
6176,80227,9
6177,80228,12
6178,80229,10
6179,80230,10
6180,80231,8
6181,80232,10
6182,80233,7
6183,80234,9
6184,80235,10
6185,80236,8
6186,80237,11
6187,80238,12
6188,80239,9
6189,80240,4
6190,80241,10
6191,80242,9
6192,80243,10
6193,80244,7
6194,80245,10
6195,80246,10
6196,80247,17
6197,80248,9
6198,80249,10
6199,80250,9
6200,80251,8
6201,80252,11
6202,80253,8
6203,80254,10
6204,80255,12
6205,80256,7
6206,80257,10
6207,80258,11
6208,80259,7
6209,80260,8
6210,80261,15
6211,80262,12
6212,80263,9
6213,80264,11
6214,80265,5
6215,80266,12
6216,80267,7
6217,80268,9
6218,80269,5
6219,80270,9
6220,80271,7
6221,80272,9
6222,80273,9
6223,80274,7
6224,80275,9
6225,80276,10
6226,80277,11
6227,80278,6
6228,80279,10
6229,80280,10
6230,80281,11
6231,80282,11
6232,80283,7
6233,80284,12
6234,80285,18
6235,80286,6
6236,80287,11
6237,80288,8
6238,80289,8
6239,80290,14
6240,80291,11
6241,80292,10
6242,80293,10
6243,80294,10
6244,80295,6
6245,80296,10
6246,80297,11
6247,80298,8
6248,80299,8
6249,80300,8
6250,80301,7
6251,80302,9
6252,80303,10
6253,80304,8
6254,80305,10
6255,80306,9
6256,80307,9
6257,80308,10
6258,80309,9
6259,80310,9
6260,80311,13
6261,80312,12
6262,80313,11
6263,80314,9
6264,80315,12
6265,80316,10
6266,80317,10
6267,80318,14
6268,80319,8
6269,80320,11
6270,80321,9
6271,80322,10
6272,80323,11
6273,80324,8
6274,80325,12
6275,80326,11
6276,80327,6
6277,80328,9
6278,80329,10
6279,80330,13
6280,80331,10
6281,80332,8
6282,80333,7
6283,80334,8
6284,80335,7
6285,80336,9
6286,80337,10
6287,80338,10
6288,80339,10
6289,80340,8
6290,80341,10
6291,80342,13
6292,80343,11
6293,80344,7
6294,80345,13
6295,80346,10
6296,80347,11
6297,80348,6
6298,80349,7
6299,80350,11
6300,80351,10
6301,80352,11
6302,80353,11
6303,80354,13
6304,80355,5
6305,80356,11
6306,80357,9
6307,80358,7
6308,80359,7
6309,80360,11
6310,80361,6
6311,80362,12
6312,80363,5
6313,80364,11
6314,80365,7
6315,80366,9
6316,80367,6
6317,80368,9
6318,80369,11
6319,80370,10
6320,80371,11
6321,80372,12
6322,80373,12
6323,80374,5
6324,80375,8
6325,80376,10
6326,80377,7
6327,80378,8
6328,80379,11
6329,80380,11
6330,80381,9
6331,80382,7
6332,80383,11
6333,80384,6
6334,80385,8
6335,80386,8
6336,80387,13
6337,80388,8
6338,80389,10
6339,80390,10
6340,80391,4
6341,80392,7
6342,80393,11
6343,80394,9
6344,80395,15
6345,80396,17
6346,80397,9
6347,80398,12
6348,80399,10
6349,80400,6
6350,80401,5
6351,80402,10
6352,80403,11
6353,80404,11
6354,80405,14
6355,80406,5
6356,80407,10
6357,80408,11
6358,80409,10
6359,80410,13
6360,80411,9
6361,80412,9
6362,80413,14
6363,80414,11
6364,80415,8
6365,80416,7
6366,80417,10
6367,80418,11
6368,80419,15
6369,80420,8
6370,80421,9
6371,80422,9
6372,80423,9
6373,80424,9
6374,80425,13
6375,80426,11
6376,80427,11
6377,80428,10
6378,80429,9
6379,80430,10
6380,80431,11
6381,80432,8
6382,80433,12
6383,80434,9
6384,80435,10
6385,80436,10
6386,80437,10
6387,80438,5
6388,80439,11
6389,80440,10
6390,80441,9
6391,80442,8
6392,80443,7
6393,80444,10
6394,80445,9
6395,80446,8
6396,80447,11
6397,80448,7
6398,80449,9
6399,80450,8
6400,80451,15
6401,80452,10
6402,80453,12
6403,80454,11
6404,80455,11
6405,80456,11
6406,80457,10
6407,80458,12
6408,80459,7
6409,80460,10
6410,80461,11
6411,80462,9
6412,80463,13
6413,80464,5
6414,80465,10
6415,80466,7
6416,80467,9
6417,80468,7
6418,80469,8
6419,80470,10
6420,80471,9
6421,80472,10
6422,80473,10
6423,80474,8
6424,80475,9
6425,80476,11
6426,80477,11
6427,80478,6
6428,80479,7
6429,80480,9
6430,80481,5
6431,80482,11
6432,80483,8
6433,80484,10
6434,80485,10
6435,80486,7
6436,80487,6
6437,80488,8
6438,80489,9
6439,80490,10
6440,80491,8
6441,80492,10
6442,80493,11
6443,80494,8
6444,80495,8
6445,80496,9
6446,80497,7
6447,80498,13
6448,80499,9
6449,80500,9
6450,80501,9
6451,80502,5
6452,80503,11
6453,80504,6
6454,80505,11
6455,80506,5
6456,80507,10
6457,80508,10
6458,80509,7
6459,80510,13
6460,80511,11
6461,80512,10
6462,80513,10
6463,80514,11
6464,80515,16
6465,80516,10
6466,80517,11
6467,80518,9
6468,80519,11
6469,80520,7
6470,80521,11
6471,80522,9
6472,80523,5
6473,80524,9
6474,80525,8
6475,80526,18
6476,80527,8
6477,80528,11
6478,80529,11
6479,80530,10
6480,80531,13
6481,80532,11
6482,80533,9
6483,80534,8
6484,80535,7
6485,80536,10
6486,80537,10
6487,80538,11
6488,80539,7
6489,80540,7
6490,80541,9
6491,80542,10
6492,80543,10
6493,80544,8
6494,80545,5
6495,80546,10
6496,80547,8
6497,80548,5
6498,80549,9
6499,80550,9
6500,80551,14
6501,80552,14
6502,80553,10
6503,80554,10
6504,80555,13
6505,80556,8
6506,80557,10
6507,80558,8
6508,80559,9
6509,80560,9
6510,80561,16
6511,80562,13
6512,80563,12
6513,80564,6
6514,80565,8
6515,80566,13
6516,80567,10
6517,80568,12
6518,80569,12
6519,80570,9
6520,80571,10
6521,80572,10
6522,80573,11
6523,80574,10
6524,80575,10
6525,80576,12
6526,80577,9
6527,80578,9
6528,80579,7
6529,80580,10
6530,80581,12
6531,80582,10
6532,80583,9
6533,80584,10
6534,80585,9
6535,80586,11
6536,80587,15
6537,80588,7
6538,80589,10
6539,80590,8
6540,80591,6
6541,80592,7
6542,80593,11
6543,80594,13
6544,80595,11
6545,80596,11
6546,80597,6
6547,80598,11
6548,80599,7
6549,80600,11
6550,80601,9
6551,80602,12
6552,80603,11
6553,80604,10
6554,80605,11
6555,80606,8
6556,80607,9
6557,80608,10
6558,80609,9
6559,80610,5
6560,80611,10
6561,80612,11
6562,80613,9
6563,80614,9
6564,80615,9
6565,80616,10
6566,80617,10
6567,80618,12
6568,80619,12
6569,80620,9
6570,80621,10
6571,80622,10
6572,80623,9
6573,80624,11
6574,80625,12
6575,80626,11
6576,80627,7
6577,80628,8
6578,80629,11
6579,80630,7
6580,80631,10
6581,80632,10
6582,80633,10
6583,80634,11
6584,80635,12
6585,80636,6
6586,80637,15
6587,80638,11
6588,80639,11
6589,80640,9
6590,80641,8
6591,80642,6
6592,80643,11
6593,80644,9
6594,80645,10
6595,80646,11
6596,80647,9
6597,80648,5
6598,80649,9
6599,80650,8
6600,80651,9
6601,80652,14
6602,80653,11
6603,80654,11
6604,80655,12
6605,80656,8
6606,80657,12
6607,80658,6
6608,80659,5
6609,80660,12
6610,80661,9
6611,80662,8
6612,80663,9
6613,80664,8
6614,80665,10
6615,80666,4
6616,80667,6
6617,80668,7
6618,80669,15
6619,80670,7
6620,80671,11
6621,80672,5
6622,80673,11
6623,80674,11
6624,80675,8
6625,80676,11
6626,80677,5
6627,80678,9
6628,80679,14
6629,80680,7
6630,80681,8
6631,80682,12
6632,80683,10
6633,80684,10
6634,80685,7
6635,80686,12
6636,80687,14
6637,80688,10
6638,80689,8
6639,80690,10
6640,80691,10
6641,80692,10
6642,80693,7
6643,80694,7
6644,80695,10
6645,80696,10
6646,80697,11
6647,80698,9
6648,80699,8
6649,80700,7
6650,80701,10
6651,80702,11
6652,80703,9
6653,80704,10
6654,80705,9
6655,80706,6
6656,80707,10
6657,80708,10
6658,80709,12
6659,80710,10
6660,80711,9
6661,80712,11
6662,80713,7
6663,80714,11
6664,80715,8
6665,80716,6
6666,80717,9
6667,80718,8
6668,80719,10
6669,80720,9
6670,80721,11
6671,80722,15
6672,80723,7
6673,80724,8
6674,80725,10
6675,80726,11
6676,80727,9
6677,80728,6
6678,80729,9
6679,80730,9
6680,80731,8
6681,80732,8
6682,80733,10
6683,80734,6
6684,80735,10
6685,80736,18
6686,80737,9
6687,80738,11
6688,80739,7
6689,80740,9
6690,80741,10
6691,80742,10
6692,80743,12
6693,80744,6
6694,80745,5
6695,80746,13
6696,80747,9
6697,80748,10
6698,80749,11
6699,80750,9
6700,80751,9
6701,80752,12
6702,80753,9
6703,80754,10
6704,80755,7
6705,80756,8
6706,80757,12
6707,80758,8
6708,80759,11
6709,80760,10
6710,80761,9
6711,80762,14
6712,80763,9
6713,80764,13
6714,80765,11
6715,80766,17
6716,80767,8
6717,80768,10
6718,80769,6
6719,80770,11
6720,80771,11
6721,80772,6
6722,80773,11
6723,80774,10
6724,80775,10
6725,80776,8
6726,80777,10
6727,80778,12
6728,80779,12
6729,80780,7
6730,80781,11
6731,80782,11
6732,80783,8
6733,80784,6
6734,80785,13
6735,80786,12
6736,80787,9
6737,80788,13
6738,80789,7
6739,80790,7
6740,80791,10
6741,80792,11
6742,80793,11
6743,80794,11
6744,80795,10
6745,80796,8
6746,80797,11
6747,80798,12
6748,80799,9
6749,80800,12
6750,80801,12
6751,80802,14
6752,80803,12
6753,80804,6
6754,80805,10
6755,80806,13
6756,80807,9
6757,80808,11
6758,80809,6
6759,80810,11
6760,80811,10
6761,80812,8
6762,80813,9
6763,80814,6
6764,80815,14
6765,80816,10
6766,80817,13
6767,80818,10
6768,80819,6
6769,80820,10
6770,80821,10
6771,80822,9
6772,80823,11
6773,80824,5
6774,80825,8
6775,80826,8
6776,80827,8
6777,80828,10
6778,80829,9
6779,80830,11
6780,80831,9
6781,80832,10
6782,80833,12
6783,80834,8
6784,80835,10
6785,80836,11
6786,80837,5
6787,80838,10
6788,80839,8
6789,80840,10
6790,80841,11
6791,80842,7
6792,80843,6
6793,80844,11
6794,80845,11
6795,80846,7
6796,80847,11
6797,80848,10
6798,80849,6
6799,80850,5
6800,80851,13
6801,80852,7
6802,80853,8
6803,80854,6
6804,80855,10
6805,80856,12
6806,80857,15
6807,80858,15
6808,80859,10
6809,80860,8
6810,80861,11
6811,80862,11
6812,80863,10
6813,80864,14
6814,80865,5
6815,80866,8
6816,80867,9
6817,80868,10
6818,80869,8
6819,80870,8
6820,80871,6
6821,80872,10
6822,80873,14
6823,80874,11
6824,80875,6
6825,80876,5
6826,80877,13
6827,80878,11
6828,80879,11
6829,80880,14
6830,80881,10
6831,80882,10
6832,80883,9
6833,80884,8
6834,80885,12
6835,80886,8
6836,80887,13
6837,80888,11
6838,80889,6
6839,80890,10
6840,80891,9
6841,80892,8
6842,80893,8
6843,80894,8
6844,80895,11
6845,80896,10
6846,80897,11
6847,80898,13
6848,80899,10
6849,80900,10
6850,80901,6
6851,80902,10
6852,80903,5
6853,80904,10
6854,80905,9
6855,80906,11
6856,80907,12
6857,80908,6
6858,80909,10
6859,80910,15
6860,80911,9
6861,80912,15
6862,80913,10
6863,80914,11
6864,80915,6
6865,80916,11
6866,80917,11
6867,80918,9
6868,80919,10
6869,80920,9
6870,80921,13
6871,80922,7
6872,80923,9
6873,80924,8
6874,80925,15
6875,80926,13
6876,80927,10
6877,80928,8
6878,80929,8
6879,80930,11
6880,80931,6
6881,80932,13
6882,80933,9
6883,80934,10
6884,80935,10
6885,80936,12
6886,80937,12
6887,80938,10
6888,80939,9
6889,80940,9
6890,80941,7
6891,80942,12
6892,80943,10
6893,80944,10
6894,80945,7
6895,80946,9
6896,80947,11
6897,80948,9
6898,80949,9
6899,80950,10
6900,80951,10
6901,80952,9
6902,80953,9
6903,80954,11
6904,80955,10
6905,80956,10
6906,80957,10
6907,80958,13
6908,80959,4
6909,80960,8
6910,80961,9
6911,80962,10
6912,80963,8
6913,80964,11
6914,80965,7
6915,80966,12
6916,80967,8
6917,80968,15
6918,80969,8
6919,80970,10
6920,80971,11
6921,80972,8
6922,80973,16
6923,80974,18
6924,80975,12
6925,80976,10
6926,80977,9
6927,80978,10
6928,80979,14
6929,80980,10
6930,80981,13
6931,80982,6
6932,80983,11
6933,80984,8
6934,80985,11
6935,80986,7
6936,80987,10
6937,80988,8
6938,80989,11
6939,80990,14
6940,80991,6
6941,80992,11
6942,80993,9
6943,80994,7
6944,80995,7
6945,80996,5
6946,80997,9
6947,80998,11
6948,80999,10
6949,81000,11
6950,81001,10
6951,81002,12
6952,81003,11
6953,81004,10
6954,81005,11
6955,81006,11
6956,81007,9
6957,81008,6
6958,81009,10
6959,81010,9
6960,81011,10
6961,81012,7
6962,81013,9
6963,81014,8
6964,81015,6
6965,81016,13
6966,81017,8
6967,81018,7
6968,81019,10
6969,81020,9
6970,81021,10
6971,81022,6
6972,81023,12
6973,81024,11
6974,81025,10
6975,81026,7
6976,81027,10
6977,81028,9
6978,81029,7
6979,81030,11
6980,81031,12
6981,81032,9
6982,81033,10
6983,81034,8
6984,81035,6
6985,81036,9
6986,81037,11
6987,81038,9
6988,81039,9
6989,81040,15
6990,81041,11
6991,81042,11
6992,81043,10
6993,81044,5
6994,81045,10
6995,81046,7
6996,81047,11
6997,81048,10
6998,81049,7
6999,81050,13
7000,81051,13
7001,81052,7
7002,81053,12
7003,81054,10
7004,81055,9
7005,81056,12
7006,81057,8
7007,81058,11
7008,81059,9
7009,81060,12
7010,81061,12
7011,81062,10
7012,81063,9
7013,81064,8
7014,81065,7
7015,81066,10
7016,81067,9
7017,81068,7
7018,81069,13
7019,81070,11
7020,81071,8
7021,81072,7
7022,81073,12
7023,81074,11
7024,81075,11
7025,81076,9
7026,81077,8
7027,81078,7
7028,81079,10
7029,81080,12
7030,81081,9
7031,81082,8
7032,81083,8
7033,81084,11
7034,81085,9
7035,81086,10
7036,81087,10
7037,81088,10
7038,81089,13
7039,81090,12
7040,81091,8
7041,81092,11
7042,81093,10
7043,81094,10
7044,81095,7
7045,81096,9
7046,81097,8
7047,81098,11
7048,81099,13
7049,81100,9
7050,81101,7
7051,81102,10
7052,81103,14
7053,81104,11
7054,81105,10
7055,81106,17
7056,81107,11
7057,81108,8
7058,81109,9
7059,81110,8
7060,81111,10
7061,81112,9
7062,81113,11
7063,81114,8
7064,81115,11
7065,81116,10
7066,81117,7
7067,81118,7
7068,81119,9
7069,81120,8
7070,81121,8
7071,81122,9
7072,81123,10
7073,81124,10
7074,81125,10
7075,81126,9
7076,81127,10
7077,81128,10
7078,81129,11
7079,81130,10
7080,81131,11
7081,81132,4
7082,81133,10
7083,81134,8
7084,81135,7
7085,81136,11
7086,81137,10
7087,81138,10
7088,81139,11
7089,81140,10
7090,81141,7
7091,81142,13
7092,81143,11
7093,81144,8
7094,81145,12
7095,81146,12
7096,81147,6
7097,81148,10
7098,81149,8
7099,81150,8
7100,81151,5
7101,81152,10
7102,81153,10
7103,81154,10
7104,81155,6
7105,81156,11
7106,81157,12
7107,81158,10
7108,81159,11
7109,81160,13
7110,81161,10
7111,81162,8
7112,81163,9
7113,81164,9
7114,81165,12
7115,81166,10
7116,81167,8
7117,81168,9
7118,81169,9
7119,81170,11
7120,81171,10
7121,81172,7
7122,81173,11
7123,81174,11
7124,81175,5
7125,81176,4
7126,81177,5
7127,81178,8
7128,81179,13
7129,81180,11
7130,81181,15
7131,81182,10
7132,81183,15
7133,81184,12
7134,81185,15
7135,81186,9
7136,81187,9
7137,81188,14
7138,81189,5
7139,81190,10
7140,81191,14
7141,81192,8
7142,81193,13
7143,81194,5
7144,81195,6
7145,81196,12
7146,81197,17
7147,81198,10
7148,81199,9
7149,81200,7
7150,81201,9
7151,81202,9
7152,81203,14
7153,81204,5
7154,81205,6
7155,81206,9
7156,81207,7
7157,81208,11
7158,81209,13
7159,81210,7
7160,81211,10
7161,81212,6
7162,81213,11
7163,81214,10
7164,81215,12
7165,81216,10
7166,81217,6
7167,81218,7
7168,81219,10
7169,81220,8
7170,81221,11
7171,81222,6
7172,81223,15
7173,81224,14
7174,81225,9
7175,81226,9
7176,81227,8
7177,81228,15
7178,81229,12
7179,81230,8
7180,81231,13
7181,81232,7
7182,81233,7
7183,81234,8
7184,81235,7
7185,81236,11
7186,81237,9
7187,81238,11
7188,81239,10
7189,81240,10
7190,81241,14
7191,81242,11
7192,81243,10
7193,81244,9
7194,81245,9
7195,81246,12
7196,81247,10
7197,81248,11
7198,81249,15
7199,81250,13
7200,81251,9
7201,81252,8
7202,81253,11
7203,81254,6
7204,81255,11
7205,81256,10
7206,81257,11
