title:P                                                                               , recorded:02.07.20 11.08.55, sampling:128, subject:N                                                                               , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4,, units:emotiv,,,,,,,,,
125,0,4212.307589,4218.461435,4210.769128,4219.487076,4224.102461,4217.948615,4215.897333,4214.358871,4213.846051,4211.794769,4213.33323,4223.07682,4196.410154,4214.358871
126,0,4217.948615,4225.128102,4216.410153,4226.153743,4229.743486,4226.153743,4220.512717,4221.538358,4217.948615,4219.999897,4222.563999,4232.307589,4204.615282,4227.179384
127,0,4219.487076,4228.717845,4220.512717,4223.07682,4236.410153,4230.256307,4224.615281,4232.307589,4234.871691,4231.281948,4229.230666,4237.435794,4215.384512,4233.33323
128,0,4214.358871,4219.487076,4212.307589,4212.307589,4224.102461,4218.974256,4218.974256,4229.230666,4234.358871,4229.230666,4223.07682,4228.205025,4208.717846,4221.025538
0,0,4216.410153,4216.410153,4211.794769,4218.461435,4216.410153,4212.82041,4218.974256,4227.692204,4228.205025,4230.256307,4219.999897,4227.692204,4198.974256,4216.410153
1,0,4225.640922,4225.640922,4223.07682,4235.897332,4225.640922,4218.974256,4224.615281,4230.769127,4233.84605,4234.358871,4225.128102,4235.384512,4205.640923,4226.153743
2,0,4223.07682,4223.58964,4218.974256,4227.692204,4230.256307,4219.487076,4224.615281,4224.615281,4231.281948,4224.102461,4223.58964,4232.820409,4210.256307,4227.692204
3,0,4217.435794,4216.922974,4208.717846,4212.307589,4229.230666,4219.999897,4225.128102,4222.563999,4223.58964,4220.512717,4221.538358,4229.230666,4208.205025,4228.205025
4,0,4220.512717,4217.948615,4210.769128,4218.974256,4227.692204,4225.640922,4226.153743,4230.256307,4226.666563,4227.179384,4222.051179,4230.256307,4209.230666,4232.307589
5,0,4219.487076,4219.487076,4214.358871,4225.128102,4225.128102,4226.153743,4226.153743,4229.743486,4231.794768,4227.692204,4216.410153,4224.102461,4204.615282,4225.640922
6,0,4208.717846,4212.82041,4208.717846,4215.384512,4224.615281,4222.051179,4226.666563,4222.051179,4228.205025,4218.461435,4210.769128,4219.999897,4195.897333,4212.82041
7,0,4210.256307,4207.692205,4204.102461,4208.717846,4225.128102,4221.538358,4226.666563,4225.128102,4225.128102,4218.974256,4217.435794,4228.717845,4203.07682,4216.922974
8,0,4217.435794,4207.179384,4207.179384,4211.281948,4212.82041,4216.922974,4220.512717,4228.717845,4224.615281,4223.58964,4219.487076,4230.256307,4205.640923,4223.58964
9,0,4216.410153,4214.358871,4214.871692,4222.563999,4211.281948,4215.384512,4217.948615,4223.58964,4222.563999,4222.563999,4218.461435,4229.230666,4200.512718,4221.538358
10,0,4216.922974,4219.999897,4217.435794,4224.615281,4227.179384,4218.461435,4217.435794,4218.974256,4224.615281,4223.07682,4222.563999,4230.769127,4206.153743,4225.640922
11,0,4221.538358,4220.512717,4217.435794,4217.435794,4230.256307,4218.461435,4218.974256,4224.102461,4231.794768,4232.820409,4225.640922,4234.358871,4212.82041,4233.84605
12,0,4217.948615,4217.435794,4215.897333,4216.410153,4219.999897,4215.897333,4219.999897,4227.179384,4234.358871,4238.974255,4219.999897,4232.820409,4206.153743,4229.743486
13,0,4213.33323,4216.922974,4210.256307,4217.435794,4219.999897,4217.948615,4218.974256,4224.102461,4229.230666,4236.410153,4219.999897,4225.640922,4202.564,4224.102461
14,0,4211.794769,4213.846051,4205.640923,4215.897333,4225.128102,4216.410153,4218.461435,4223.07682,4223.58964,4233.33323,4221.538358,4219.999897,4205.128102,4221.025538
15,0,4211.794769,4209.230666,4208.205025,4216.410153,4225.128102,4216.410153,4222.563999,4228.205025,4222.051179,4229.743486,4218.461435,4225.128102,4204.615282,4218.461435
16,0,4209.743487,4208.717846,4206.666564,4211.794769,4224.615281,4218.461435,4222.563999,4226.153743,4220.512717,4223.07682,4217.435794,4227.179384,4202.051179,4218.974256
17,0,4208.717846,4209.743487,4203.589641,4212.82041,4223.07682,4216.922974,4218.461435,4217.435794,4217.948615,4222.563999,4217.435794,4220.512717,4198.974256,4221.025538
18,0,4214.871692,4211.794769,4213.33323,4227.692204,4227.692204,4221.025538,4224.615281,4218.974256,4222.563999,4225.640922,4221.538358,4226.153743,4202.564,4225.640922
19,0,4218.461435,4214.871692,4218.974256,4226.153743,4233.84605,4227.179384,4229.743486,4220.512717,4228.717845,4222.563999,4226.153743,4234.871691,4209.230666,4227.179384
20,0,4217.435794,4222.051179,4216.410153,4217.948615,4236.922973,4228.717845,4227.179384,4220.512717,4232.307589,4229.743486,4228.205025,4232.820409,4210.256307,4227.179384
21,0,4218.974256,4223.58964,4215.897333,4222.051179,4228.717845,4225.128102,4227.179384,4226.153743,4233.84605,4236.410153,4224.615281,4228.717845,4206.153743,4225.128102
22,0,4222.563999,4220.512717,4219.487076,4226.153743,4217.948615,4226.153743,4232.307589,4230.256307,4236.410153,4228.717845,4221.538358,4229.230666,4207.179384,4223.58964
23,0,4219.999897,4216.922974,4217.435794,4219.487076,4216.922974,4227.179384,4228.205025,4226.153743,4234.358871,4219.999897,4223.07682,4229.230666,4207.692205,4225.128102
24,0,4223.07682,4220.512717,4222.563999,4218.974256,4223.58964,4227.692204,4220.512717,4227.179384,4235.384512,4228.717845,4229.743486,4233.33323,4208.717846,4232.820409
25,0,4233.84605,4224.615281,4229.743486,4224.102461,4227.179384,4227.692204,4217.948615,4229.743486,4236.922973,4232.307589,4232.307589,4236.410153,4211.794769,4234.871691
26,0,4234.871691,4224.102461,4227.179384,4229.743486,4225.640922,4225.128102,4221.025538,4227.692204,4231.281948,4222.563999,4227.179384,4231.281948,4211.281948,4232.307589
27,0,4224.102461,4211.794769,4221.538358,4221.025538,4219.487076,4218.974256,4214.871692,4222.051179,4218.974256,4209.230666,4215.897333,4221.025538,4201.025538,4227.179384
28,0,4221.025538,4203.07682,4221.538358,4205.640923,4217.435794,4216.922974,4205.128102,4215.897333,4214.358871,4204.102461,4205.640923,4218.974256,4191.281949,4220.512717
29,0,4226.153743,4210.256307,4224.102461,4208.205025,4219.487076,4217.948615,4206.153743,4216.922974,4222.563999,4208.205025,4204.615282,4219.487076,4192.82041,4219.487076
30,0,4227.692204,4220.512717,4227.179384,4222.051179,4221.538358,4219.487076,4213.33323,4221.538358,4230.256307,4212.82041,4212.82041,4218.461435,4201.025538,4225.640922
31,0,4224.615281,4216.922974,4230.256307,4219.999897,4218.974256,4217.435794,4212.307589,4211.794769,4222.051179,4206.153743,4214.358871,4218.974256,4202.564,4227.179384
32,0,4227.179384,4213.846051,4233.84605,4214.358871,4218.974256,4219.487076,4212.82041,4202.051179,4213.846051,4202.564,4214.358871,4226.153743,4203.589641,4230.769127
33,0,4229.230666,4219.487076,4235.384512,4221.538358,4220.512717,4221.025538,4218.461435,4206.153743,4217.948615,4210.769128,4219.487076,4234.871691,4207.179384,4235.897332
34,0,4223.07682,4216.922974,4235.897332,4226.153743,4217.435794,4218.974256,4216.922974,4208.205025,4222.563999,4215.384512,4216.922974,4233.33323,4205.640923,4228.205025
35,0,4216.922974,4208.205025,4232.820409,4216.410153,4206.666564,4216.410153,4211.281948,4204.102461,4222.051179,4210.769128,4206.153743,4224.615281,4197.435795,4219.487076
36,0,4221.538358,4215.897333,4234.358871,4211.794769,4205.128102,4217.948615,4208.205025,4204.615282,4225.128102,4211.794769,4206.666564,4226.666563,4197.948615,4226.666563
37,0,4234.358871,4232.307589,4244.10246,4224.102461,4225.640922,4223.07682,4209.230666,4210.769128,4231.281948,4223.07682,4222.051179,4241.025537,4210.256307,4238.461435
38,0,4237.948614,4234.871691,4248.205024,4231.794768,4236.922973,4226.666563,4212.82041,4214.871692,4231.281948,4229.743486,4229.230666,4247.692204,4217.948615,4242.051178
39,0,4234.871691,4230.769127,4245.640922,4228.717845,4230.256307,4225.640922,4214.871692,4213.33323,4226.666563,4222.563999,4224.615281,4244.615281,4218.461435,4241.025537
40,0,4231.794768,4228.205025,4239.487076,4223.07682,4221.538358,4217.948615,4206.666564,4203.07682,4219.487076,4204.102461,4217.435794,4238.461435,4210.769128,4236.922973
41,0,4232.820409,4232.307589,4235.897332,4222.563999,4224.102461,4216.410153,4202.051179,4199.999897,4218.461435,4201.538359,4217.435794,4234.871691,4208.205025,4233.33323
42,0,4229.743486,4229.743486,4231.281948,4223.58964,4223.07682,4218.974256,4208.205025,4203.07682,4218.974256,4205.640923,4212.82041,4227.692204,4206.666564,4228.717845
43,0,4226.153743,4220.512717,4227.692204,4219.487076,4215.384512,4216.922974,4209.743487,4204.102461,4217.948615,4195.384513,4199.487077,4214.871692,4199.487077,4219.487076
44,0,4224.102461,4219.487076,4228.205025,4210.256307,4211.281948,4213.33323,4203.07682,4201.538359,4214.871692,4184.615282,4190.256308,4207.692205,4193.333231,4213.846051
45,0,4227.179384,4231.281948,4232.820409,4215.897333,4221.538358,4216.922974,4201.538359,4200.512718,4211.794769,4192.82041,4196.922974,4214.871692,4198.461436,4221.025538
46,0,4235.384512,4230.769127,4231.794768,4223.58964,4223.58964,4221.538358,4202.564,4201.025538,4211.281948,4202.564,4206.153743,4221.025538,4204.102461,4219.487076
47,0,4245.640922,4227.692204,4227.179384,4218.461435,4212.307589,4223.07682,4204.615282,4202.564,4215.384512,4206.153743,4208.717846,4222.051179,4203.589641,4213.846051
48,0,4251.794768,4233.84605,4227.179384,4216.410153,4213.846051,4219.487076,4203.589641,4202.564,4217.435794,4208.205025,4209.743487,4226.666563,4206.666564,4221.538358
49,0,4249.230665,4239.487076,4233.33323,4227.692204,4227.179384,4217.948615,4203.589641,4204.102461,4218.974256,4212.307589,4219.487076,4234.358871,4215.897333,4234.871691
50,0,4233.33323,4233.84605,4231.794768,4225.128102,4226.153743,4220.512717,4204.102461,4208.205025,4223.07682,4216.922974,4225.128102,4234.871691,4218.461435,4229.743486
51,0,4218.974256,4228.717845,4225.640922,4209.743487,4217.435794,4220.512717,4205.640923,4205.640923,4217.948615,4212.307589,4216.410153,4227.692204,4210.256307,4217.435794
52,0,4218.974256,4227.692204,4219.999897,4208.205025,4216.922974,4218.974256,4204.615282,4199.999897,4206.666564,4198.461436,4203.589641,4221.025538,4202.051179,4216.410153
53,0,4219.999897,4227.692204,4217.435794,4217.948615,4218.974256,4218.974256,4201.025538,4199.487077,4207.692205,4194.358872,4198.461436,4219.999897,4196.922974,4216.410153
54,0,4215.897333,4229.230666,4220.512717,4221.025538,4219.999897,4218.461435,4198.974256,4198.461436,4209.230666,4198.974256,4199.487077,4221.025538,4192.82041,4211.794769
55,0,4217.948615,4236.410153,4222.051179,4221.025538,4218.974256,4217.948615,4199.999897,4196.410154,4203.07682,4200.512718,4199.487077,4221.025538,4192.82041,4212.307589
56,0,4225.640922,4246.666563,4225.128102,4229.743486,4224.615281,4221.538358,4203.589641,4202.051179,4208.205025,4202.564,4205.640923,4227.692204,4203.589641,4223.07682
57,0,4223.07682,4245.128101,4226.666563,4231.794768,4227.179384,4221.538358,4204.615282,4206.666564,4215.897333,4202.051179,4210.769128,4229.743486,4204.102461,4227.179384
58,0,4215.897333,4236.410153,4223.07682,4222.563999,4211.794769,4217.948615,4204.102461,4204.102461,4212.307589,4203.589641,4207.179384,4221.025538,4192.82041,4221.025538
59,0,4212.82041,4231.281948,4214.871692,4212.307589,4201.538359,4212.82041,4201.538359,4202.051179,4207.179384,4202.051179,4201.538359,4214.871692,4188.717846,4212.307589
60,0,4217.435794,4239.999896,4219.487076,4216.922974,4221.025538,4217.948615,4204.102461,4208.205025,4215.384512,4205.640923,4212.82041,4228.205025,4202.051179,4218.461435
61,0,4222.051179,4245.128101,4226.666563,4223.07682,4234.358871,4225.640922,4208.717846,4213.33323,4223.58964,4219.999897,4229.230666,4240.512717,4214.358871,4230.256307
62,0,4219.999897,4243.58964,4226.153743,4224.102461,4229.743486,4227.692204,4209.743487,4213.846051,4228.717845,4234.871691,4233.84605,4241.025537,4218.974256,4234.358871
63,0,4214.871692,4244.615281,4224.615281,4225.128102,4226.666563,4223.07682,4207.179384,4211.281948,4228.717845,4228.717845,4230.256307,4239.999896,4217.435794,4228.205025
64,0,4215.897333,4250.769127,4229.230666,4230.769127,4227.692204,4222.051179,4212.307589,4212.307589,4225.640922,4215.897333,4228.205025,4244.615281,4211.794769,4223.07682
65,0,4214.871692,4244.10246,4229.230666,4226.666563,4224.615281,4224.615281,4215.384512,4211.281948,4219.999897,4208.205025,4222.051179,4238.461435,4204.102461,4218.461435
66,0,4206.153743,4228.717845,4218.461435,4217.948615,4221.025538,4221.025538,4206.666564,4204.615282,4209.743487,4199.999897,4209.230666,4218.461435,4191.794769,4207.179384
67,0,4199.999897,4218.461435,4208.205025,4212.82041,4211.794769,4209.743487,4195.897333,4196.410154,4196.922974,4187.179385,4197.948615,4206.666564,4181.025539,4193.846051
68,0,4202.051179,4218.974256,4211.281948,4208.717846,4205.128102,4206.666564,4196.922974,4196.922974,4198.461436,4184.615282,4197.948615,4212.82041,4181.538359,4197.435795
69,0,4208.205025,4229.743486,4218.461435,4213.846051,4211.281948,4214.871692,4203.589641,4204.615282,4211.281948,4197.435795,4204.615282,4221.538358,4192.30759,4211.794769
70,0,4218.461435,4244.615281,4220.512717,4227.179384,4225.128102,4219.999897,4207.179384,4208.717846,4218.461435,4211.281948,4211.794769,4223.58964,4201.025538,4217.948615
71,0,4216.922974,4242.563999,4218.974256,4231.281948,4228.205025,4218.974256,4206.153743,4207.179384,4215.897333,4209.230666,4210.769128,4218.974256,4196.410154,4209.743487
72,0,4206.153743,4227.179384,4213.33323,4221.025538,4212.307589,4217.948615,4204.102461,4205.640923,4211.281948,4198.974256,4201.538359,4211.794769,4185.128103,4197.948615
73,0,4208.205025,4227.692204,4209.743487,4216.410153,4207.692205,4218.974256,4208.205025,4209.230666,4214.358871,4202.564,4204.615282,4217.435794,4190.769128,4202.051179
74,0,4219.999897,4237.948614,4213.33323,4224.615281,4223.58964,4221.538358,4212.307589,4208.717846,4221.538358,4217.435794,4218.974256,4229.230666,4205.640923,4216.922974
75,0,4223.07682,4235.897332,4210.769128,4229.743486,4228.717845,4221.025538,4209.230666,4203.589641,4225.128102,4222.051179,4220.512717,4226.153743,4205.640923,4214.358871
76,0,4210.256307,4229.230666,4201.538359,4221.538358,4218.461435,4215.384512,4204.102461,4205.128102,4221.025538,4211.281948,4209.230666,4217.435794,4194.871692,4197.948615
77,0,4201.025538,4236.922973,4205.128102,4218.974256,4220.512717,4215.384512,4208.717846,4210.769128,4219.487076,4207.692205,4210.769128,4221.025538,4194.358872,4202.051179
78,0,4202.051179,4239.487076,4210.769128,4225.128102,4226.666563,4215.384512,4210.769128,4209.230666,4221.025538,4214.871692,4217.435794,4222.563999,4197.948615,4210.769128
79,0,4204.615282,4230.769127,4207.692205,4227.179384,4224.102461,4214.358871,4207.179384,4206.153743,4220.512717,4216.922974,4215.384512,4217.948615,4196.410154,4204.102461
80,0,4201.025538,4228.205025,4202.564,4222.563999,4224.615281,4218.461435,4208.205025,4208.205025,4216.410153,4210.769128,4208.717846,4212.307589,4192.30759,4196.410154
81,0,4200.512718,4231.281948,4206.153743,4223.07682,4227.179384,4224.615281,4215.384512,4217.435794,4221.538358,4212.307589,4210.256307,4213.33323,4192.82041,4201.025538
82,0,4200.512718,4225.128102,4207.179384,4223.07682,4219.999897,4218.974256,4214.871692,4219.999897,4227.179384,4213.33323,4212.82041,4215.384512,4194.358872,4204.102461
83,0,4198.461436,4221.538358,4208.205025,4223.58964,4221.538358,4216.922974,4214.358871,4215.897333,4223.58964,4211.281948,4207.692205,4214.871692,4193.333231,4203.07682
84,0,4201.538359,4227.179384,4212.82041,4225.640922,4226.153743,4224.102461,4217.948615,4214.871692,4221.538358,4210.256307,4203.589641,4213.846051,4191.794769,4202.564
85,0,4207.692205,4233.33323,4215.897333,4225.640922,4220.512717,4226.153743,4218.974256,4218.974256,4224.615281,4210.256307,4212.82041,4216.922974,4196.922974,4207.692205
86,0,4206.153743,4228.205025,4210.256307,4218.461435,4218.461435,4219.487076,4215.897333,4218.461435,4224.615281,4213.846051,4221.025538,4215.384512,4202.564,4214.358871
87,0,4202.564,4223.58964,4206.153743,4217.435794,4229.230666,4217.948615,4215.384512,4216.922974,4224.615281,4222.563999,4218.974256,4213.846051,4201.538359,4211.794769
88,0,4201.538359,4224.615281,4206.153743,4219.999897,4230.769127,4221.538358,4214.871692,4220.512717,4228.717845,4224.102461,4216.410153,4216.922974,4196.410154,4201.538359
89,0,4202.051179,4226.666563,4204.615282,4217.948615,4223.58964,4222.051179,4216.922974,4219.999897,4228.205025,4219.487076,4217.948615,4219.487076,4196.410154,4201.025538
90,0,4203.589641,4227.179384,4208.205025,4216.922974,4226.666563,4222.051179,4220.512717,4217.435794,4228.205025,4221.538358,4218.974256,4218.461435,4200.512718,4210.256307
91,0,4206.666564,4231.794768,4216.922974,4227.692204,4233.33323,4222.563999,4218.461435,4218.974256,4230.256307,4223.58964,4218.461435,4220.512717,4202.564,4212.82041
92,0,4206.666564,4234.358871,4212.82041,4236.410153,4232.307589,4217.948615,4212.82041,4214.358871,4224.102461,4213.846051,4213.846051,4221.538358,4193.846051,4206.153743
93,0,4201.025538,4224.615281,4199.487077,4225.128102,4224.102461,4213.846051,4209.743487,4205.128102,4209.230666,4199.999897,4202.051179,4210.256307,4177.435795,4197.435795
94,0,4198.461436,4219.487076,4199.487077,4216.410153,4220.512717,4215.897333,4211.281948,4207.179384,4205.128102,4198.461436,4201.025538,4204.615282,4178.461436,4197.948615
95,0,4201.025538,4219.999897,4204.102461,4217.435794,4224.615281,4216.410153,4214.358871,4212.307589,4212.307589,4206.666564,4209.743487,4213.33323,4189.230667,4198.974256
96,0,4204.615282,4222.563999,4204.102461,4219.999897,4223.07682,4219.487076,4217.435794,4212.82041,4215.897333,4213.33323,4215.897333,4218.974256,4192.82041,4199.999897
97,0,4203.589641,4228.717845,4208.717846,4224.102461,4215.897333,4225.640922,4217.435794,4217.948615,4218.461435,4212.82041,4218.974256,4217.948615,4196.922974,4208.717846
98,0,4210.256307,4239.487076,4219.487076,4234.871691,4226.666563,4232.820409,4219.999897,4227.692204,4230.769127,4224.102461,4230.769127,4230.769127,4208.205025,4224.615281
99,0,4216.922974,4235.384512,4217.435794,4233.33323,4237.435794,4227.179384,4219.999897,4225.128102,4233.84605,4231.281948,4235.384512,4244.10246,4207.179384,4228.717845
100,0,4209.230666,4223.58964,4208.717846,4222.051179,4233.84605,4222.563999,4218.974256,4219.999897,4225.128102,4219.999897,4226.153743,4233.84605,4195.897333,4219.487076
101,0,4197.435795,4221.538358,4202.564,4223.58964,4231.281948,4228.717845,4217.435794,4217.948615,4215.897333,4204.615282,4211.281948,4216.410153,4186.666564,4209.743487
102,0,4197.435795,4219.487076,4202.564,4228.717845,4230.256307,4231.794768,4215.897333,4217.435794,4214.358871,4201.025538,4205.640923,4214.358871,4184.615282,4205.640923
103,0,4200.512718,4209.230666,4202.564,4219.487076,4217.948615,4220.512717,4211.794769,4216.410153,4215.897333,4207.179384,4209.230666,4215.384512,4186.153744,4205.128102
104,0,4202.051179,4212.307589,4204.615282,4216.922974,4215.384512,4214.358871,4212.307589,4216.410153,4220.512717,4216.922974,4215.384512,4216.922974,4191.794769,4209.743487
105,0,4206.153743,4226.666563,4209.230666,4226.666563,4223.07682,4215.897333,4216.410153,4216.922974,4221.025538,4218.461435,4217.948615,4223.07682,4197.948615,4216.410153
106,0,4207.179384,4226.153743,4209.743487,4229.743486,4220.512717,4213.846051,4214.871692,4216.410153,4217.435794,4213.846051,4218.461435,4225.640922,4197.948615,4214.871692
107,0,4202.051179,4212.307589,4203.07682,4219.999897,4213.33323,4212.307589,4210.769128,4213.33323,4215.897333,4212.82041,4214.358871,4218.974256,4189.743487,4208.205025
108,0,4195.384513,4208.205025,4199.487077,4214.358871,4212.307589,4214.871692,4210.769128,4209.743487,4216.922974,4210.256307,4206.666564,4215.384512,4184.615282,4204.615282
109,0,4195.897333,4211.794769,4201.538359,4216.410153,4209.230666,4215.384512,4213.33323,4213.846051,4218.974256,4209.743487,4207.692205,4223.07682,4191.794769,4209.230666
110,0,4201.025538,4212.82041,4204.615282,4224.102461,4204.615282,4215.897333,4211.794769,4218.461435,4220.512717,4217.948615,4216.410153,4230.769127,4196.922974,4212.82041
111,0,4199.999897,4210.256307,4203.07682,4226.153743,4208.205025,4215.384512,4207.179384,4213.846051,4224.102461,4225.128102,4221.538358,4227.179384,4194.871692,4207.179384
112,0,4194.871692,4205.640923,4198.461436,4212.307589,4214.358871,4212.307589,4202.564,4206.666564,4223.07682,4221.025538,4217.435794,4217.948615,4190.769128,4201.538359
113,0,4194.358872,4209.230666,4198.974256,4208.717846,4222.051179,4215.897333,4205.640923,4205.640923,4223.58964,4214.358871,4214.358871,4221.538358,4192.82041,4208.205025
114,0,4192.30759,4211.794769,4198.974256,4214.871692,4224.102461,4219.999897,4210.769128,4206.153743,4224.615281,4209.743487,4212.82041,4222.563999,4193.333231,4209.230666
115,0,4190.256308,4208.717846,4197.948615,4215.384512,4221.538358,4219.487076,4211.794769,4204.102461,4224.102461,4213.33323,4210.256307,4212.307589,4187.179385,4200.512718
116,0,4189.230667,4205.128102,4196.410154,4214.358871,4219.487076,4217.948615,4213.33323,4203.07682,4225.128102,4217.948615,4205.128102,4206.666564,4184.102462,4199.999897
117,0,4192.82041,4209.230666,4201.025538,4225.640922,4225.128102,4222.563999,4220.512717,4210.256307,4231.794768,4219.487076,4209.743487,4216.922974,4193.846051,4211.281948
118,0,4197.435795,4212.82041,4206.666564,4226.666563,4229.743486,4227.179384,4222.051179,4215.897333,4232.820409,4221.538358,4216.922974,4224.615281,4202.051179,4213.846051
119,0,4199.487077,4219.999897,4209.230666,4220.512717,4229.230666,4226.666563,4218.974256,4213.846051,4227.179384,4225.128102,4214.871692,4225.640922,4201.538359,4210.769128
120,0,4202.051179,4225.128102,4211.281948,4231.281948,4225.640922,4222.051179,4216.922974,4210.769128,4223.58964,4218.974256,4209.230666,4222.563999,4198.461436,4212.307589
121,0,4210.256307,4222.563999,4213.33323,4238.974255,4229.743486,4222.051179,4219.487076,4213.33323,4222.563999,4216.922974,4213.846051,4221.538358,4200.512718,4217.948615
122,0,4212.307589,4223.58964,4213.33323,4231.281948,4233.33323,4225.640922,4219.487076,4217.435794,4229.230666,4225.640922,4224.102461,4227.692204,4206.666564,4226.666563
123,0,4209.230666,4229.230666,4217.948615,4231.794768,4225.640922,4226.153743,4217.435794,4217.435794,4237.435794,4229.230666,4230.769127,4236.922973,4213.33323,4234.871691
124,0,4210.769128,4226.153743,4218.461435,4234.871691,4218.974256,4222.563999,4216.922974,4215.897333,4234.871691,4225.128102,4229.230666,4236.922973,4208.205025,4230.256307
125,0,4209.230666,4219.999897,4209.743487,4227.179384,4227.692204,4221.538358,4217.948615,4217.435794,4231.794768,4225.128102,4225.128102,4230.769127,4203.07682,4220.512717
126,0,4203.07682,4216.922974,4206.153743,4222.051179,4231.794768,4218.461435,4213.846051,4214.358871,4229.230666,4222.051179,4219.487076,4225.128102,4202.564,4215.897333
127,0,4203.07682,4214.871692,4212.82041,4224.102461,4225.640922,4216.410153,4208.717846,4206.666564,4220.512717,4211.281948,4214.358871,4221.025538,4197.435795,4211.281948
128,0,4210.769128,4218.974256,4215.384512,4232.307589,4225.640922,4219.487076,4210.769128,4204.615282,4215.384512,4207.692205,4214.871692,4224.102461,4194.358872,4209.743487
0,0,4212.82041,4221.538358,4214.358871,4238.974255,4225.128102,4220.512717,4214.358871,4204.615282,4218.461435,4206.153743,4215.897333,4228.717845,4199.487077,4215.384512
1,0,4211.794769,4214.871692,4216.410153,4227.179384,4219.999897,4218.974256,4213.846051,4199.999897,4215.897333,4199.487077,4211.794769,4223.58964,4202.051179,4216.410153
2,0,4213.33323,4212.82041,4216.922974,4213.33323,4221.025538,4219.999897,4211.281948,4195.384513,4211.794769,4192.82041,4204.102461,4214.871692,4193.333231,4210.769128
3,0,4216.410153,4222.563999,4221.025538,4226.153743,4225.128102,4220.512717,4211.794769,4197.948615,4216.410153,4196.922974,4203.07682,4215.897333,4190.256308,4210.769128
4,0,4218.974256,4225.128102,4226.666563,4235.897332,4218.461435,4214.358871,4211.281948,4200.512718,4217.948615,4202.564,4204.615282,4217.948615,4194.871692,4214.358871
5,0,4224.102461,4225.128102,4228.205025,4227.692204,4214.358871,4214.358871,4212.307589,4199.999897,4213.846051,4206.153743,4208.205025,4221.538358,4201.025538,4222.051179
6,0,4227.179384,4226.153743,4223.58964,4220.512717,4218.461435,4214.358871,4213.33323,4199.487077,4211.794769,4204.102461,4211.281948,4228.205025,4202.564,4228.205025
7,0,4230.256307,4225.640922,4224.102461,4227.692204,4222.051179,4215.384512,4215.897333,4206.666564,4221.538358,4208.717846,4215.897333,4235.384512,4206.666564,4232.307589
8,0,4230.769127,4224.615281,4227.179384,4229.743486,4212.82041,4221.538358,4216.922974,4212.307589,4227.692204,4215.897333,4219.999897,4234.871691,4209.743487,4229.743486
9,0,4227.692204,4226.153743,4225.128102,4223.07682,4213.33323,4226.666563,4217.435794,4211.281948,4223.07682,4218.461435,4220.512717,4229.743486,4206.666564,4225.128102
10,0,4222.563999,4223.07682,4224.615281,4215.897333,4224.102461,4223.58964,4214.871692,4208.205025,4219.487076,4211.281948,4214.871692,4225.640922,4202.564,4224.102461
11,0,4223.07682,4221.025538,4231.794768,4220.512717,4227.179384,4222.563999,4212.82041,4206.153743,4223.07682,4208.717846,4213.846051,4228.205025,4204.102461,4224.102461
12,0,4224.615281,4223.07682,4234.871691,4228.205025,4223.58964,4222.563999,4214.358871,4203.07682,4226.153743,4218.461435,4218.461435,4231.794768,4208.205025,4221.025538
13,0,4223.58964,4226.153743,4231.281948,4226.666563,4224.102461,4219.487076,4218.461435,4203.07682,4225.128102,4224.102461,4222.051179,4230.256307,4208.717846,4218.974256
14,0,4223.58964,4225.128102,4230.256307,4222.563999,4221.025538,4216.410153,4218.974256,4201.538359,4219.487076,4212.82041,4216.410153,4225.128102,4202.564,4223.58964
15,0,4227.692204,4227.692204,4236.922973,4233.33323,4221.538358,4218.974256,4218.974256,4199.999897,4216.410153,4208.717846,4213.33323,4227.179384,4202.564,4228.205025
16,0,4231.794768,4234.871691,4243.076819,4239.487076,4228.717845,4223.58964,4221.538358,4205.128102,4222.051179,4216.922974,4220.512717,4235.384512,4210.769128,4230.769127
17,0,4229.230666,4227.692204,4237.948614,4222.563999,4220.512717,4219.999897,4215.897333,4206.153743,4219.999897,4211.281948,4219.487076,4230.256307,4209.743487,4230.769127
18,0,4223.58964,4218.461435,4230.769127,4212.82041,4215.384512,4217.948615,4211.281948,4207.179384,4218.461435,4209.230666,4215.897333,4223.58964,4205.128102,4232.820409
19,0,4222.563999,4222.563999,4233.33323,4224.615281,4220.512717,4226.666563,4215.897333,4215.384512,4229.743486,4224.615281,4223.58964,4232.307589,4213.33323,4236.410153
20,0,4226.153743,4224.102461,4238.461435,4228.205025,4212.82041,4228.205025,4219.999897,4216.410153,4232.820409,4231.794768,4231.281948,4239.487076,4221.538358,4233.84605
21,0,4223.58964,4214.358871,4236.410153,4217.435794,4205.640923,4217.948615,4213.846051,4205.128102,4221.538358,4223.58964,4228.205025,4231.794768,4216.410153,4228.205025
22,0,4224.102461,4222.051179,4237.948614,4220.512717,4225.640922,4221.025538,4216.922974,4206.666564,4221.025538,4225.640922,4228.205025,4229.743486,4218.461435,4228.717845
23,0,4232.307589,4235.384512,4239.999896,4229.230666,4239.999896,4231.794768,4226.666563,4217.435794,4223.58964,4234.871691,4231.281948,4234.871691,4224.102461,4235.384512
24,0,4230.256307,4230.256307,4234.871691,4232.307589,4230.769127,4230.256307,4226.153743,4215.897333,4217.435794,4231.281948,4226.666563,4227.692204,4218.461435,4236.410153
